Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:1343, gt.blockmachines.wire.cupronickel.08.name
gregtech:gt.blockmachines:1344, gt.blockmachines.wire.cupronickel.12.name
gregtech:gt.blockmachines:1345, gt.blockmachines.wire.cupronickel.16.name
gregtech:gt.blockmachines:1346, gt.blockmachines.cable.cupronickel.01.name
gregtech:gt.blockmachines:1347, gt.blockmachines.cable.cupronickel.02.name
gregtech:gt.blockmachines:1348, gt.blockmachines.cable.cupronickel.04.name
gregtech:gt.blockmachines:1349, gt.blockmachines.cable.cupronickel.08.name
gregtech:gt.blockmachines:1350, gt.blockmachines.cable.cupronickel.12.name
gregtech:gt.blockmachines:1360, gt.blockmachines.wire.copper.01.name
gregtech:gt.blockmachines:1361, gt.blockmachines.wire.copper.02.name
gregtech:gt.blockmachines:1362, gt.blockmachines.wire.copper.04.name
gregtech:gt.blockmachines:1363, gt.blockmachines.wire.copper.08.name
gregtech:gt.blockmachines:1364, gt.blockmachines.wire.copper.12.name
gregtech:gt.blockmachines:1365, gt.blockmachines.wire.copper.16.name
gregtech:gt.blockmachines:1366, gt.blockmachines.cable.copper.01.name
gregtech:gt.blockmachines:1367, gt.blockmachines.cable.copper.02.name
gregtech:gt.blockmachines:1368, gt.blockmachines.cable.copper.04.name
gregtech:gt.blockmachines:1369, gt.blockmachines.cable.copper.08.name
gregtech:gt.blockmachines:1370, gt.blockmachines.cable.copper.12.name
gregtech:gt.blockmachines:1380, gt.blockmachines.wire.annealedcopper.01.name
gregtech:gt.blockmachines:1381, gt.blockmachines.wire.annealedcopper.02.name
gregtech:gt.blockmachines:1382, gt.blockmachines.wire.annealedcopper.04.name
gregtech:gt.blockmachines:1383, gt.blockmachines.wire.annealedcopper.08.name
gregtech:gt.blockmachines:1384, gt.blockmachines.wire.annealedcopper.12.name
gregtech:gt.blockmachines:1385, gt.blockmachines.wire.annealedcopper.16.name
gregtech:gt.blockmachines:1386, gt.blockmachines.cable.annealedcopper.01.name
gregtech:gt.blockmachines:1387, gt.blockmachines.cable.annealedcopper.02.name
gregtech:gt.blockmachines:1388, gt.blockmachines.cable.annealedcopper.04.name
gregtech:gt.blockmachines:1389, gt.blockmachines.cable.annealedcopper.08.name
gregtech:gt.blockmachines:1390, gt.blockmachines.cable.annealedcopper.12.name
gregtech:gt.blockmachines:1400, gt.blockmachines.wire.kanthal.01.name
gregtech:gt.blockmachines:1401, gt.blockmachines.wire.kanthal.02.name
gregtech:gt.blockmachines:1402, gt.blockmachines.wire.kanthal.04.name
gregtech:gt.blockmachines:1403, gt.blockmachines.wire.kanthal.08.name
gregtech:gt.blockmachines:1404, gt.blockmachines.wire.kanthal.12.name
gregtech:gt.blockmachines:1405, gt.blockmachines.wire.kanthal.16.name
gregtech:gt.blockmachines:1406, gt.blockmachines.cable.kanthal.01.name
gregtech:gt.blockmachines:1407, gt.blockmachines.cable.kanthal.02.name
gregtech:gt.blockmachines:1408, gt.blockmachines.cable.kanthal.04.name
gregtech:gt.blockmachines:1409, gt.blockmachines.cable.kanthal.08.name
gregtech:gt.blockmachines:1410, gt.blockmachines.cable.kanthal.12.name
gregtech:gt.blockmachines:1420, gt.blockmachines.wire.gold.01.name
gregtech:gt.blockmachines:1421, gt.blockmachines.wire.gold.02.name
gregtech:gt.blockmachines:1422, gt.blockmachines.wire.gold.04.name
gregtech:gt.blockmachines:1423, gt.blockmachines.wire.gold.08.name
gregtech:gt.blockmachines:1424, gt.blockmachines.wire.gold.12.name
gregtech:gt.blockmachines:1425, gt.blockmachines.wire.gold.16.name
gregtech:gt.blockmachines:1426, gt.blockmachines.cable.gold.01.name
gregtech:gt.blockmachines:1427, gt.blockmachines.cable.gold.02.name
gregtech:gt.blockmachines:1428, gt.blockmachines.cable.gold.04.name
gregtech:gt.blockmachines:1429, gt.blockmachines.cable.gold.08.name
gregtech:gt.blockmachines:1430, gt.blockmachines.cable.gold.12.name
gregtech:gt.blockmachines:1440, gt.blockmachines.wire.electrum.01.name
gregtech:gt.blockmachines:1441, gt.blockmachines.wire.electrum.02.name
gregtech:gt.blockmachines:1442, gt.blockmachines.wire.electrum.04.name
gregtech:gt.blockmachines:1443, gt.blockmachines.wire.electrum.08.name
gregtech:gt.blockmachines:1444, gt.blockmachines.wire.electrum.12.name
gregtech:gt.blockmachines:1445, gt.blockmachines.wire.electrum.16.name
gregtech:gt.blockmachines:1446, gt.blockmachines.cable.electrum.01.name
gregtech:gt.blockmachines:1447, gt.blockmachines.cable.electrum.02.name
gregtech:gt.blockmachines:1448, gt.blockmachines.cable.electrum.04.name
gregtech:gt.blockmachines:1449, gt.blockmachines.cable.electrum.08.name
gregtech:gt.blockmachines:1450, gt.blockmachines.cable.electrum.12.name
gregtech:gt.blockmachines:1460, gt.blockmachines.wire.silver.01.name
gregtech:gt.blockmachines:1461, gt.blockmachines.wire.silver.02.name
gregtech:gt.blockmachines:1462, gt.blockmachines.wire.silver.04.name
gregtech:gt.blockmachines:1463, gt.blockmachines.wire.silver.08.name
gregtech:gt.blockmachines:1464, gt.blockmachines.wire.silver.12.name
gregtech:gt.blockmachines:1465, gt.blockmachines.wire.silver.16.name
gregtech:gt.blockmachines:1466, gt.blockmachines.cable.silver.01.name
gregtech:gt.blockmachines:1467, gt.blockmachines.cable.silver.02.name
gregtech:gt.blockmachines:1468, gt.blockmachines.cable.silver.04.name
gregtech:gt.blockmachines:1469, gt.blockmachines.cable.silver.08.name
gregtech:gt.blockmachines:1470, gt.blockmachines.cable.silver.12.name
gregtech:gt.blockmachines:1480, gt.blockmachines.wire.bluealloy.01.name
gregtech:gt.blockmachines:1481, gt.blockmachines.wire.bluealloy.02.name
gregtech:gt.blockmachines:1482, gt.blockmachines.wire.bluealloy.04.name
gregtech:gt.blockmachines:1483, gt.blockmachines.wire.bluealloy.08.name
gregtech:gt.blockmachines:1484, gt.blockmachines.wire.bluealloy.12.name
gregtech:gt.blockmachines:1485, gt.blockmachines.wire.bluealloy.16.name
gregtech:gt.blockmachines:1486, gt.blockmachines.cable.bluealloy.01.name
gregtech:gt.blockmachines:1487, gt.blockmachines.cable.bluealloy.02.name
gregtech:gt.blockmachines:1488, gt.blockmachines.cable.bluealloy.04.name
gregtech:gt.blockmachines:1489, gt.blockmachines.cable.bluealloy.08.name
gregtech:gt.blockmachines:1490, gt.blockmachines.cable.bluealloy.12.name
gregtech:gt.blockmachines:1500, gt.blockmachines.wire.nichrome.01.name
gregtech:gt.blockmachines:1501, gt.blockmachines.wire.nichrome.02.name
gregtech:gt.blockmachines:1502, gt.blockmachines.wire.nichrome.04.name
gregtech:gt.blockmachines:1503, gt.blockmachines.wire.nichrome.08.name
gregtech:gt.blockmachines:1504, gt.blockmachines.wire.nichrome.12.name
gregtech:gt.blockmachines:1505, gt.blockmachines.wire.nichrome.16.name
gregtech:gt.blockmachines:1506, gt.blockmachines.cable.nichrome.01.name
gregtech:gt.blockmachines:1507, gt.blockmachines.cable.nichrome.02.name
gregtech:gt.blockmachines:1508, gt.blockmachines.cable.nichrome.04.name
gregtech:gt.blockmachines:1509, gt.blockmachines.cable.nichrome.08.name
gregtech:gt.blockmachines:1510, gt.blockmachines.cable.nichrome.12.name
gregtech:gt.blockmachines:1520, gt.blockmachines.wire.steel.01.name
gregtech:gt.blockmachines:1521, gt.blockmachines.wire.steel.02.name
gregtech:gt.blockmachines:1522, gt.blockmachines.wire.steel.04.name
gregtech:gt.blockmachines:1523, gt.blockmachines.wire.steel.08.name
gregtech:gt.blockmachines:1524, gt.blockmachines.wire.steel.12.name
gregtech:gt.blockmachines:1525, gt.blockmachines.wire.steel.16.name
gregtech:gt.blockmachines:1526, gt.blockmachines.cable.steel.01.name
gregtech:gt.blockmachines:1527, gt.blockmachines.cable.steel.02.name
gregtech:gt.blockmachines:1528, gt.blockmachines.cable.steel.04.name
gregtech:gt.blockmachines:1529, gt.blockmachines.cable.steel.08.name
gregtech:gt.blockmachines:1530, gt.blockmachines.cable.steel.12.name
gregtech:gt.blockmachines:1540, gt.blockmachines.wire.blacksteel.01.name
gregtech:gt.blockmachines:1541, gt.blockmachines.wire.blacksteel.02.name
gregtech:gt.blockmachines:1542, gt.blockmachines.wire.blacksteel.04.name
gregtech:gt.blockmachines:1543, gt.blockmachines.wire.blacksteel.08.name
gregtech:gt.blockmachines:1544, gt.blockmachines.wire.blacksteel.12.name
gregtech:gt.blockmachines:1545, gt.blockmachines.wire.blacksteel.16.name
gregtech:gt.blockmachines:1546, gt.blockmachines.cable.blacksteel.01.name
gregtech:gt.blockmachines:1547, gt.blockmachines.cable.blacksteel.02.name
gregtech:gt.blockmachines:1548, gt.blockmachines.cable.blacksteel.04.name
gregtech:gt.blockmachines:1549, gt.blockmachines.cable.blacksteel.08.name
gregtech:gt.blockmachines:1550, gt.blockmachines.cable.blacksteel.12.name
gregtech:gt.blockmachines:1560, gt.blockmachines.wire.titanium.01.name
gregtech:gt.blockmachines:1561, gt.blockmachines.wire.titanium.02.name
gregtech:gt.blockmachines:1562, gt.blockmachines.wire.titanium.04.name
gregtech:gt.blockmachines:1563, gt.blockmachines.wire.titanium.08.name
gregtech:gt.blockmachines:1564, gt.blockmachines.wire.titanium.12.name
gregtech:gt.blockmachines:1565, gt.blockmachines.wire.titanium.16.name
gregtech:gt.blockmachines:1566, gt.blockmachines.cable.titanium.01.name
gregtech:gt.blockmachines:1567, gt.blockmachines.cable.titanium.02.name
gregtech:gt.blockmachines:1568, gt.blockmachines.cable.titanium.04.name
gregtech:gt.blockmachines:1569, gt.blockmachines.cable.titanium.08.name
gregtech:gt.blockmachines:1570, gt.blockmachines.cable.titanium.12.name
gregtech:gt.blockmachines:1580, gt.blockmachines.wire.aluminium.01.name
gregtech:gt.blockmachines:1581, gt.blockmachines.wire.aluminium.02.name
gregtech:gt.blockmachines:1582, gt.blockmachines.wire.aluminium.04.name
gregtech:gt.blockmachines:1583, gt.blockmachines.wire.aluminium.08.name
gregtech:gt.blockmachines:1584, gt.blockmachines.wire.aluminium.12.name
gregtech:gt.blockmachines:1585, gt.blockmachines.wire.aluminium.16.name
gregtech:gt.blockmachines:1586, gt.blockmachines.cable.aluminium.01.name
gregtech:gt.blockmachines:1587, gt.blockmachines.cable.aluminium.02.name
gregtech:gt.blockmachines:1588, gt.blockmachines.cable.aluminium.04.name
gregtech:gt.blockmachines:1589, gt.blockmachines.cable.aluminium.08.name
gregtech:gt.blockmachines:1590, gt.blockmachines.cable.aluminium.12.name
gregtech:gt.blockmachines:1600, gt.blockmachines.wire.graphene.01.name
gregtech:gt.blockmachines:1601, gt.blockmachines.wire.graphene.02.name
gregtech:gt.blockmachines:1602, gt.blockmachines.wire.graphene.04.name
gregtech:gt.blockmachines:1603, gt.blockmachines.wire.graphene.08.name
gregtech:gt.blockmachines:1604, gt.blockmachines.wire.graphene.12.name
gregtech:gt.blockmachines:1605, gt.blockmachines.wire.graphene.16.name
gregtech:gt.blockmachines:1620, gt.blockmachines.wire.osmium.01.name
gregtech:gt.blockmachines:1621, gt.blockmachines.wire.osmium.02.name
gregtech:gt.blockmachines:1622, gt.blockmachines.wire.osmium.04.name
gregtech:gt.blockmachines:1623, gt.blockmachines.wire.osmium.08.name
gregtech:gt.blockmachines:1624, gt.blockmachines.wire.osmium.12.name
gregtech:gt.blockmachines:1625, gt.blockmachines.wire.osmium.16.name
gregtech:gt.blockmachines:1626, gt.blockmachines.cable.osmium.01.name
gregtech:gt.blockmachines:1627, gt.blockmachines.cable.osmium.02.name
gregtech:gt.blockmachines:1628, gt.blockmachines.cable.osmium.04.name
gregtech:gt.blockmachines:1629, gt.blockmachines.cable.osmium.08.name
gregtech:gt.blockmachines:1630, gt.blockmachines.cable.osmium.12.name
gregtech:gt.blockmachines:1640, gt.blockmachines.wire.platinum.01.name
gregtech:gt.blockmachines:1641, gt.blockmachines.wire.platinum.02.name
gregtech:gt.blockmachines:1642, gt.blockmachines.wire.platinum.04.name
gregtech:gt.blockmachines:1643, gt.blockmachines.wire.platinum.08.name
gregtech:gt.blockmachines:1644, gt.blockmachines.wire.platinum.12.name
gregtech:gt.blockmachines:1645, gt.blockmachines.wire.platinum.16.name
gregtech:gt.blockmachines:1646, gt.blockmachines.cable.platinum.01.name
gregtech:gt.blockmachines:1647, gt.blockmachines.cable.platinum.02.name
gregtech:gt.blockmachines:1648, gt.blockmachines.cable.platinum.04.name
gregtech:gt.blockmachines:1649, gt.blockmachines.cable.platinum.08.name
gregtech:gt.blockmachines:1650, gt.blockmachines.cable.platinum.12.name
gregtech:gt.blockmachines:1660, gt.blockmachines.wire.tungstensteel.01.name
gregtech:gt.blockmachines:1661, gt.blockmachines.wire.tungstensteel.02.name
gregtech:gt.blockmachines:1662, gt.blockmachines.wire.tungstensteel.04.name
gregtech:gt.blockmachines:1663, gt.blockmachines.wire.tungstensteel.08.name
gregtech:gt.blockmachines:1664, gt.blockmachines.wire.tungstensteel.12.name
gregtech:gt.blockmachines:1665, gt.blockmachines.wire.tungstensteel.16.name
gregtech:gt.blockmachines:1666, gt.blockmachines.cable.tungstensteel.01.name
gregtech:gt.blockmachines:1667, gt.blockmachines.cable.tungstensteel.02.name
gregtech:gt.blockmachines:1668, gt.blockmachines.cable.tungstensteel.04.name
gregtech:gt.blockmachines:1669, gt.blockmachines.cable.tungstensteel.08.name
gregtech:gt.blockmachines:1670, gt.blockmachines.cable.tungstensteel.12.name
gregtech:gt.blockmachines:1680, gt.blockmachines.wire.tungsten.01.name
gregtech:gt.blockmachines:1681, gt.blockmachines.wire.tungsten.02.name
gregtech:gt.blockmachines:1682, gt.blockmachines.wire.tungsten.04.name
gregtech:gt.blockmachines:1683, gt.blockmachines.wire.tungsten.08.name
gregtech:gt.blockmachines:1684, gt.blockmachines.wire.tungsten.12.name
gregtech:gt.blockmachines:1685, gt.blockmachines.wire.tungsten.16.name
gregtech:gt.blockmachines:1686, gt.blockmachines.cable.tungsten.01.name
gregtech:gt.blockmachines:1687, gt.blockmachines.cable.tungsten.02.name
gregtech:gt.blockmachines:1688, gt.blockmachines.cable.tungsten.04.name
gregtech:gt.blockmachines:1689, gt.blockmachines.cable.tungsten.08.name
gregtech:gt.blockmachines:1690, gt.blockmachines.cable.tungsten.12.name
gregtech:gt.blockmachines:1700, gt.blockmachines.wire.hssg.01.name
gregtech:gt.blockmachines:1701, gt.blockmachines.wire.hssg.02.name
gregtech:gt.blockmachines:1702, gt.blockmachines.wire.hssg.04.name
gregtech:gt.blockmachines:1703, gt.blockmachines.wire.hssg.08.name
gregtech:gt.blockmachines:1704, gt.blockmachines.wire.hssg.12.name
gregtech:gt.blockmachines:1705, gt.blockmachines.wire.hssg.16.name
gregtech:gt.blockmachines:1706, gt.blockmachines.cable.hssg.01.name
gregtech:gt.blockmachines:1707, gt.blockmachines.cable.hssg.02.name
gregtech:gt.blockmachines:1708, gt.blockmachines.cable.hssg.04.name
gregtech:gt.blockmachines:1709, gt.blockmachines.cable.hssg.08.name
gregtech:gt.blockmachines:1710, gt.blockmachines.cable.hssg.12.name
gregtech:gt.blockmachines:1720, gt.blockmachines.wire.niobiumtitanium.01.name
gregtech:gt.blockmachines:1721, gt.blockmachines.wire.niobiumtitanium.02.name
gregtech:gt.blockmachines:1722, gt.blockmachines.wire.niobiumtitanium.04.name
gregtech:gt.blockmachines:1723, gt.blockmachines.wire.niobiumtitanium.08.name
gregtech:gt.blockmachines:1724, gt.blockmachines.wire.niobiumtitanium.12.name
gregtech:gt.blockmachines:1725, gt.blockmachines.wire.niobiumtitanium.16.name
gregtech:gt.blockmachines:1726, gt.blockmachines.cable.niobiumtitanium.01.name
gregtech:gt.blockmachines:1727, gt.blockmachines.cable.niobiumtitanium.02.name
gregtech:gt.blockmachines:1728, gt.blockmachines.cable.niobiumtitanium.04.name
gregtech:gt.blockmachines:1729, gt.blockmachines.cable.niobiumtitanium.08.name
gregtech:gt.blockmachines:1730, gt.blockmachines.cable.niobiumtitanium.12.name
gregtech:gt.blockmachines:1740, gt.blockmachines.wire.vanadiumgallium.01.name
gregtech:gt.blockmachines:1741, gt.blockmachines.wire.vanadiumgallium.02.name
gregtech:gt.blockmachines:1742, gt.blockmachines.wire.vanadiumgallium.04.name
gregtech:gt.blockmachines:1743, gt.blockmachines.wire.vanadiumgallium.08.name
gregtech:gt.blockmachines:1744, gt.blockmachines.wire.vanadiumgallium.12.name
gregtech:gt.blockmachines:1745, gt.blockmachines.wire.vanadiumgallium.16.name
gregtech:gt.blockmachines:1746, gt.blockmachines.cable.vanadiumgallium.01.name
gregtech:gt.blockmachines:1747, gt.blockmachines.cable.vanadiumgallium.02.name
gregtech:gt.blockmachines:1748, gt.blockmachines.cable.vanadiumgallium.04.name
gregtech:gt.blockmachines:1749, gt.blockmachines.cable.vanadiumgallium.08.name
gregtech:gt.blockmachines:1750, gt.blockmachines.cable.vanadiumgallium.12.name
gregtech:gt.blockmachines:1760, gt.blockmachines.wire.yttriumbariumcuprate.01.name
gregtech:gt.blockmachines:1761, gt.blockmachines.wire.yttriumbariumcuprate.02.name
gregtech:gt.blockmachines:1762, gt.blockmachines.wire.yttriumbariumcuprate.04.name
gregtech:gt.blockmachines:1763, gt.blockmachines.wire.yttriumbariumcuprate.08.name
gregtech:gt.blockmachines:1764, gt.blockmachines.wire.yttriumbariumcuprate.12.name
gregtech:gt.blockmachines:1765, gt.blockmachines.wire.yttriumbariumcuprate.16.name
gregtech:gt.blockmachines:1766, gt.blockmachines.cable.yttriumbariumcuprate.01.name
gregtech:gt.blockmachines:1767, gt.blockmachines.cable.yttriumbariumcuprate.02.name
gregtech:gt.blockmachines:1768, gt.blockmachines.cable.yttriumbariumcuprate.04.name
gregtech:gt.blockmachines:1769, gt.blockmachines.cable.yttriumbariumcuprate.08.name
gregtech:gt.blockmachines:1770, gt.blockmachines.cable.yttriumbariumcuprate.12.name
gregtech:gt.blockmachines:1780, gt.blockmachines.wire.naquadah.01.name
gregtech:gt.blockmachines:1781, gt.blockmachines.wire.naquadah.02.name
gregtech:gt.blockmachines:1782, gt.blockmachines.wire.naquadah.04.name
gregtech:gt.blockmachines:1783, gt.blockmachines.wire.naquadah.08.name
gregtech:gt.blockmachines:1784, gt.blockmachines.wire.naquadah.12.name
gregtech:gt.blockmachines:1785, gt.blockmachines.wire.naquadah.16.name
gregtech:gt.blockmachines:1786, gt.blockmachines.cable.naquadah.01.name
gregtech:gt.blockmachines:1787, gt.blockmachines.cable.naquadah.02.name
gregtech:gt.blockmachines:1788, gt.blockmachines.cable.naquadah.04.name
gregtech:gt.blockmachines:1789, gt.blockmachines.cable.naquadah.08.name
gregtech:gt.blockmachines:1790, gt.blockmachines.cable.naquadah.12.name
gregtech:gt.blockmachines:1800, gt.blockmachines.wire.naquadahalloy.01.name
gregtech:gt.blockmachines:1801, gt.blockmachines.wire.naquadahalloy.02.name
